request_id,endpoint,kind,status_code,elapsed_ms
1,/score/transaction,transaction,200,555.8369001373649
2,/score/transaction,transaction,200,554.7563000582159
3,/score/transaction,transaction,200,599.7827998362482
4,/score/transaction,transaction,200,531.152400188148
5,/score/transaction,transaction,200,530.7839997112751
6,/score/transaction,transaction,200,522.5806999951601
7,/score/transaction,transaction,200,520.0755000114441
8,/score/transaction,transaction,200,534.0328002348542
9,/score/transaction,transaction,200,528.0744000338018
10,/score/transaction,transaction,200,518.7727999873459
11,/score/transaction,transaction,200,529.2703998275101
12,/score/transaction,transaction,200,513.202500063926
13,/score/transaction,transaction,200,540.63960025087
14,/score/transaction,transaction,200,526.8695000559092
15,/score/transaction,transaction,200,544.3961997516453
16,/score/transaction,transaction,200,545.8966000005603
17,/score/transaction,transaction,200,518.2525999844074
18,/score/transaction,transaction,200,521.1754003539681
19,/score/transaction,transaction,200,605.316000059247
20,/score/transaction,transaction,200,532.799799926579
21,/score/transaction,transaction,200,516.1045999266207
22,/score/transaction,transaction,200,526.8802996724844
23,/score/transaction,transaction,200,544.1267997957766
24,/score/transaction,transaction,200,521.5873001143336
25,/score/transaction,transaction,200,534.6425003372133
26,/score/transaction,transaction,200,515.7303996384144
27,/score/transaction,transaction,200,509.57150012254715
28,/score/transaction,transaction,200,552.6581997983158
29,/score/transaction,transaction,200,508.1533999182284
30,/score/transaction,transaction,200,527.1680001169443
31,/score/transaction,transaction,200,525.1028002239764
32,/score/transaction,transaction,200,523.0887001380324
33,/score/transaction,transaction,200,545.5648000352085
34,/score/transaction,transaction,200,520.6516999751329
35,/score/transaction,transaction,200,636.3442996516824
36,/score/transaction,transaction,200,522.4625999107957
37,/score/transaction,transaction,200,534.361899830401
38,/score/transaction,transaction,200,531.1961001716554
39,/score/transaction,transaction,200,514.1810001805425
40,/score/transaction,transaction,200,529.960900079459
41,/score/transaction,transaction,200,508.8287997059524
42,/score/transaction,transaction,200,565.5522998422384
43,/score/transaction,transaction,200,531.2366997823119
44,/score/transaction,transaction,200,518.5728999786079
45,/score/transaction,transaction,200,518.6613001860678
46,/score/transaction,transaction,200,523.1329002417624
47,/score/transaction,transaction,200,543.916099704802
48,/score/transaction,transaction,200,540.6224001199007
49,/score/transaction,transaction,200,528.0798999592662
50,/score/transaction,transaction,200,519.4347999058664
51,/score/transaction,transaction,200,607.638799585402
52,/score/transaction,transaction,200,530.0893001258373
53,/score/transaction,transaction,200,525.1679997891188
54,/score/transaction,transaction,200,527.0966002717614
55,/score/transaction,transaction,200,540.1417999528348
56,/score/transaction,transaction,200,538.3800002746284
57,/score/transaction,transaction,200,526.7042997293174
58,/score/transaction,transaction,200,555.1394000649452
59,/score/transaction,transaction,200,545.5828001722693
60,/score/transaction,transaction,200,523.5137999989092
61,/score/transaction,transaction,200,524.7570001520216
62,/score/transaction,transaction,200,519.5124000310898
63,/score/transaction,transaction,200,526.533399708569
64,/score/transaction,transaction,200,528.9421998895705
65,/score/transaction,transaction,200,526.0536000132561
66,/score/transaction,transaction,200,529.1725001297891
67,/score/transaction,transaction,200,605.7376000098884
68,/score/transaction,transaction,200,542.7089999429882
69,/score/transaction,transaction,200,528.5521997138858
70,/score/transaction,transaction,200,552.5477002374828
71,/score/transaction,transaction,200,523.2238997705281
72,/score/transaction,transaction,200,525.894199963659
73,/score/transaction,transaction,200,535.7368998229504
74,/score/transaction,transaction,200,552.876100409776
75,/score/transaction,transaction,200,546.9880001619458
76,/score/transaction,transaction,200,539.4124002195895
77,/score/transaction,transaction,200,523.7902998924255
78,/score/transaction,transaction,200,528.135399799794
79,/score/transaction,transaction,200,523.5333000309765
80,/score/transaction,transaction,200,547.4409000016749
81,/score/transaction,transaction,200,519.654699601233
82,/score/transaction,transaction,200,514.3267000094056
83,/score/transaction,transaction,200,613.59510011971
84,/score/transaction,transaction,200,550.543799996376
85,/score/transaction,transaction,200,524.182400200516
86,/score/transaction,transaction,200,545.6759002991021
87,/score/transaction,transaction,200,556.1488997191191
88,/score/transaction,transaction,200,548.6353999003768
89,/score/transaction,transaction,200,521.6844999231398
90,/score/transaction,transaction,200,550.7371998392045
91,/score/transaction,transaction,200,525.4819998517632
92,/score/transaction,transaction,200,550.1247998327017
93,/score/transaction,transaction,200,543.1552999652922
94,/score/transaction,transaction,200,518.9252998679876
95,/score/transaction,transaction,200,523.609499912709
96,/score/transaction,transaction,200,532.031700015068
97,/score/transaction,transaction,200,526.7932000569999
98,/score/transaction,transaction,200,480.4599997587502
99,/score/transaction,transaction,200,611.7770001292229
100,/score/transaction,transaction,200,490.2876000851393
101,/score/text,sms,200,1.7764000222086906
102,/score/text,sms,200,1.8262998200953007
103,/score/text,sms,200,2.0219003781676292
104,/score/text,sms,200,1.819500233978033
105,/score/text,sms,200,1.7241998575627804
106,/score/text,sms,200,1.632200088351965
107,/score/text,sms,200,1.7285998910665512
108,/score/text,sms,200,1.7220997251570225
109,/score/text,sms,200,1.7033000476658344
110,/score/text,sms,200,1.802399754524231
111,/score/text,sms,200,2.078600227832794
112,/score/text,sms,200,2.456400077790022
113,/score/text,sms,200,1.989899668842554
114,/score/text,sms,200,2.005899790674448
115,/score/text,sms,200,2.049699891358614
116,/score/text,sms,200,1.7208000645041466
117,/score/text,sms,200,2.5036996230483055
118,/score/text,sms,200,1.9856002181768417
119,/score/text,sms,200,2.387200016528368
120,/score/text,sms,200,2.392199821770191
121,/score/text,sms,200,1.7634998075664043
122,/score/text,sms,200,1.7503001727163792
123,/score/text,sms,200,1.6795000992715359
124,/score/text,sms,200,2.0131999626755714
125,/score/text,sms,200,2.604400273412466
126,/score/text,sms,200,2.583499997854233
127,/score/text,sms,200,2.1127001382410526
128,/score/text,sms,200,2.4915002286434174
129,/score/text,sms,200,1.828999724239111
130,/score/text,sms,200,1.8159998580813408
131,/score/text,sms,200,1.7118998803198338
132,/score/text,sms,200,1.5956000424921513
133,/score/text,sms,200,1.7173001542687416
134,/score/text,sms,200,1.7345999367535114
135,/score/text,sms,200,1.7249002121388912
136,/score/text,sms,200,1.6083000227808952
137,/score/text,sms,200,1.8907999619841576
138,/score/text,sms,200,1.8337997607886791
139,/score/text,sms,200,1.6815001145005226
140,/score/text,sms,200,1.719099935144186
141,/score/text,sms,200,1.7813998274505138
142,/score/text,sms,200,1.7564999870955944
143,/score/text,sms,200,1.721599604934454
144,/score/text,sms,200,1.8744999542832375
145,/score/text,sms,200,1.7234999686479568
146,/score/text,sms,200,2.145799808204174
147,/score/text,sms,200,2.059999853372574
148,/score/text,sms,200,1.8465998582541943
149,/score/text,sms,200,1.906100194901228
150,/score/text,sms,200,2.09310045465827
151,/score/text,sms,200,2.0929998718202114
152,/score/text,sms,200,2.2357995621860027
153,/score/text,sms,200,2.419500146061182
154,/score/text,sms,200,2.6952000334858894
155,/score/text,sms,200,2.732600085437298
156,/score/text,sms,200,2.9233996756374836
157,/score/text,sms,200,2.571200020611286
158,/score/text,sms,200,2.6014000177383423
159,/score/text,sms,200,2.602099906653166
160,/score/text,sms,200,3.2037999480962753
161,/score/text,sms,200,3.0584996566176414
162,/score/text,sms,200,2.8881998732686043
163,/score/text,sms,200,3.0354000627994537
164,/score/text,sms,200,2.914000302553177
165,/score/text,sms,200,2.9166997410357
166,/score/text,sms,200,4.3577998876571655
167,/score/text,sms,200,2.823399845510721
168,/score/text,sms,200,2.60680029168725
169,/score/text,sms,200,2.7046999894082546
170,/score/text,sms,200,2.808299846947193
171,/score/text,sms,200,3.6500003188848495
172,/score/text,sms,200,3.030299674719572
173,/score/text,sms,200,2.8470000252127647
174,/score/text,sms,200,2.9508997686207294
175,/score/text,sms,200,2.943300176411867
176,/score/text,sms,200,3.160499967634678
177,/score/text,sms,200,3.3623003400862217
178,/score/text,sms,200,3.035999834537506
179,/score/text,sms,200,3.1806998886168003
